input1	label
s w d g v	swdgv
j r b m g n d	jrbmgnd
z b x m d s p j	zbxmdspj
n j q k x b s	njqkxbs
g q x z n	gqxzn
v h b f p k j	vhbfpkj
w d r p t x	wdrptx
g j p f s n t r	gjpfsntr
x z c r m s	xzcrms
f b k n j g r	fbknjgr
q k p l t s c r	qkpltscr
q m l s b g k	qmlsbgk
l d p w f v t x q c n z	ldpwfvtxqcnz
d r p t x w b g	drptxwbg
n s d w	nsdw
h p s r z l f t	hpsrzlft
c h n v	chnv
n j x f z t s d	njxfztsd
v l x	vlx
s n z p w b f h	snzpwbfh
n f w c r s t g	nfwcrstg
b p f l z m n w v	bpflzmnwv
s m w d c p q g z	smwdcpqgz
x s k d v	xskdv
z q l g	zqlg
d n k c h l	dnkchl
h d f b x v p g t	hdfbxvpgt
d p l w r c	dplwrc
k n q v h z	knqvhz
c x r b m l q	cxrbmlq
b d z r	bdzr
m c x	mcx
p t k l s x b h c r w d z	ptklsxbhcrwdz
n b l w v q j x	nblwvqjx
j p k c v z f n q l t	jpkcvzfnqlt
q h z g j m r v n x b	qhzgjmrvnxb
j n x h d	jnxhd
f s n g w	fsngw
t p x l	tpxl
f t v s h	ftvsh
p b j n m z s g q	pbjnmzsgq
x p q w c	xpqwc
w q d l h f x	wqdlhfx
s m w f b r l j d g x c	smwfbrljdgxc
c d j g	cdjg
b r j k d	brjkd
t g w f n j r k v	tgwfnjrkv
f d s p v z x m r k t w	fdspvzxmrktw
f r g l h p q	frglhpq
v w z r c	vwzrc
d m r h w v	dmrhwv
z s h w p g v x j d	zshwpgvxjd
g q w s l n v m c z p t	gqwslnvmczpt
v s q p t w	vsqptw
m s b w v f q l h c z g d	msbwvfqlhczgd
p x h t d j k q n s	pxhtdjkqns
b d v l w t h m g	bdvlwthmg
w t c r p	wtcrp
n v j x g	nvjxg
s p h n d	sphnd
s r k h	srkh
g k l r q c	gklrqc
f j b x p v q s r g l	fjbxpvqsrgl
l p b x t h v r z k	lpbxthvrzk
f h c z m t v n l	fhczmtvnl
h r d x z n	hrdxzn
l n s q v z t h x g b j r c	lnsqvzthxgbjrc
x p g	xpg
f x w q	fxwq
v t d b j z l s	vtdbjzls
p t b c z m l g	ptbczmlg
k z p j v x g t c q f	kzpjvxgtcqf
t h g b x d j k w p q z	thgbxdjkwpqz
t l v n j	tlvnj
q x j b h w m	qxjbhwm
j z n s c q m v	jznscqmv
z m r v c w p f j	zmrvcwpfj
z f j k w v b q d x	zfjkwvbqdx
w m k v	wmkv
b r x v d t s h w	brxvdtshw
l h p w n r q	lhpwnrq
t x h z g m w	txhzgmw
w g n d r h q f b	wgndrhqfb
f c x h w m	fcxhwm
p j v l w c	pjvlwc
h l z j x	hlzjx
q b v k m s z g	qbvkmszg
n f r x s k p	nfrxskp
b g f p l c q h k r	bgfplcqhkr
h m x	hmx
w p f g x j r q	wpfgxjrq
g m n d q h b f	gmndqhbf
x p b t m d s w	xpbtmdsw
d r t q f j l	drtqfjl
h b q s m v k	hbqsmvk
s w d	swd
w h x m r d c s	whxmrdcs
r m k	rmk
r c q v d s j	rcqvdsj
f s l b t g h r p k	fslbtghrpk
l m c j h x g s p b d w	lmcjhxgspbdw
t z f h g x p m j r	tzfhgxpmjr
z c l f	zclf
z m r f p	zmrfp
p m c w h k n g	pmcwhkng
j f n q h t m x s g r c v w	jfnqhtmxsgrcvw
g k j s w n	gkjswn
t f s h z n c	tfshznc
c b w z m s l n	cbwzmsln
n c d x	ncdx
s h x b t v p l f g	shxbtvplfg
p m v z r c d w g	pmvzrcdwg
x q k n l	xqknl
h g j l p c q k x m r t	hgjlpcqkxmrt
g l t n f h m c	gltnfhmc
w p l v d r s j k x t	wplvdrsjkxt
q k g t n z r c l j	qkgtnzrclj
d c p h b z r t	dcphbzrt
p s r t g n f d	psrtgnfd
l j r q g c t k x p w	ljrqgctkxpw
q s c z h v l j m f	qsczhvljmf
w v l h t s	wvlhts
k b s t p r g v	kbstprgv
g c r d	gcrd
q h r d m l k	qhrdmlk
w r l t p g v c	wrltpgvc
n k l w m z g b s v q	nklwmzgbsvq
n r d v s p c w j f m h k t l	nrdvspcwjfmhktl
l d z b	ldzb
v t j h l p z b n m s r x q d	vtjhlpzbnmsrxqd
j v p m k d t b c g w n l z x	jvpmkdtbcgwnlzx
k l h r j p	klhrjp
n r c p	nrcp
g t n v s	gtnvs
k d m l q b f	kdmlqbf
g c n h m s l p	gcnhmslp
b d t z m j w x	bdtzmjwx
t v x w l p h	tvxwlph
k s d v m f h n p	ksdvmfhnp
w l v p g d s f h n j	wlvpgdsfhnj
r d w q t c	rdwqtc
f r j w v n z	frjwvnz
j x z l w m r	jxzlwmr
h m z q v w c	hmzqvwc
z m f t v n	zmftvn
d n r c s g	dnrcsg
g k q j x	gkqjx
w g p d q s	wgpdqs
j h t z r	jhtzr
z t q h w s	ztqhws
j f s t h c	jfsthc
c n g z	cngz
c t b x m h d g q	ctbxmhdgq
t r d	trd
q k d g c p n	qkdgcpn
k j s m	kjsm
h k v q m n d g	hkvqmndg
s x r d p f h g	sxrdpfhg
m n p l f	mnplf
k z w s g r v n	kzwsgrvn
m g z j b c r p n v t l	mgzjbcrpnvtl
d h q b m	dhqbm
d r j s q v k c n	drjsqvkcn
j f t l k q c b p	jftlkqcbp
m b x h j d p z r	mbxhjdpzr
z p l c w	zplcw
m x k t f c s r d l b g v q z p n w j	mxktfcsrdlbgvqzpnwj
b t v x d z n f	btvxdznf
l x d z h b	lxdzhb
h b m f	hbmf
s k x w	skxw
d r h w g q m n v	drhwgqmnv
h c d w	hcdw
l r c s j q m f	lrcsjqmf
n s t b r g v	nstbrgv
l t b c j h v w	ltbcjhvw
h k c z	hkcz
r w c d g t h q	rwcdgthq
j z g v s w	jzgvsw
q j h d f	qjhdf
p d q w	pdqw
w h c b t k x d	whcbtkxd
s d g l q	sdglq
w j q c z v h f b m	wjqczvhfbm
d b g x k s p	dbgxksp
j w s k p x c f h	jwskpxcfh
n l j w b d r t p f s z	nljwbdrtpfsz
x c w j b	xcwjb
j n z x p q t	jnzxpqt
j r g k b l c	jrgkblc
x r q f j	xrqfj
g h p d x w k	ghpdxwk
v w c l d z r g m n b f	vwcldzrgmnbf
x b q v t l r g	xbqvtlrg
z d n p v s x b	zdnpvsxb
q c l t w d n h r x	qcltwdnhrx
v q t b w p n g	vqtbwpng
h x g b n j	hxgbnj
m w l c p s n t k j z v h g x	mwlcpsntkjzvhgx
m z g r	mzgr
x f g p	xfgp
k l f p g j n c t	klfpgjnct
g t b q c z v	gtbqczv
j d b z w f	jdbzwf
v x r j s	vxrjs
h q d x p k g v w j	hqdxpkgvwj
q s n z b	qsnzb
q m r p l t c w f x z n	qmrpltcwfxzn
d q v k t	dqvkt
q n k x z j g	qnkxzjg
p b g d z k l	pbgdzkl
q n h w v z d	qnhwvzd
h g x n v r w t s p b j c	hgxnvrwtspbjc
l w m c q	lwmcq
d n t r h f	dntrhf
l b s r c k j d h p	lbsrckjdhp
n w j x k	nwjxk
f t g z l q j v p h w s m	ftgzlqjvphwsm
p c f b j m g t s	pcfbjmgts
x z q p c g	xzqpcg
q m n d k	qmndk
h b z k c x q t	hbzkcxqt
g l j k q z r f	gljkqzrf
b d z n x k m w g	bdznxkmwg
j q s v x	jqsvx
h m r l j	hmrlj
p r h q k j g t l w x s	prhqkjgtlwxs
k c d f h l s	kcdfhls
q z v n j s h	qzvnjsh
r g x s t c q j v	rgxstcqjv
g n b f k r h	gnbfkrh
h q x r b n s p w	hqxrbnspw
z m f l n	zmfln
n v z w q f d	nvzwqfd
f w k j h	fwkjh
r s x m	rsxm
n v p	nvp
d k r n w l f	dkrnwlf
m v b z w s d c j t x l	mvbzwsdcjtxl
b w v d m	bwvdm
c w x	cwx
v m x z b h s c l f r	vmxzbhsclfr
p t s j	ptsj
b l k t	blkt
m n f j q w l p t	mnfjqwlpt
n q h d s	nqhds
t l z f m p x	tlzfmpx
q h f b p g n l	qhfbpgnl
w f n t b h k	wfntbhk
t h d k l q n	thdklqn
z c k t f v w	zcktfvw
c n b s m v r d q z t	cnbsmvrdqzt
t v l f n p k	tvlfnpk
m k t h	mkth
b x f m	bxfm
k q h f z p x s l j m	kqhfzpxsljm
r v c z l	rvczl
w h k v l q m	whkvlqm
d w x t k	dwxtk
q c f w l h d b p s r	qcfwlhdbpsr
m x b l	mxbl
q r z v m d x	qrzvmdx
c t q f v r	ctqfvr
g z f b d c w	gzfbdcw
x s z k p	xszkp
v r x b l	vrxbl
z x b s j q	zxbsjq
g c n h	gcnh
s m j x	smjx
h g x n m	hgxnm
k d b l t j x g q	kdbltjxgq
t z s v	tzsv
q c f b g d k l p r j	qcfbgdklprj
w h t p r l s q f n m	whtprlsqfnm
q r z l g v t m s	qrzlgvtms
q z p d x g c w t h m f	qzpdxgcwthmf
d c w x g h r j	dcwxghrj
v l w s n f	vlwsnf
m f l k w	mflkw
c z x h w d b	czxhwdb
v k t h c z	vkthcz
c r x j b	crxjb
m w v n k b r f	mwvnkbrf
h m v t	hmvt
p x f j h t	pxfjht
l r t	lrt
w f l z n r p m x	wflznrpmx
t g c d s n	tgcdsn
r n q k m	rnqkm
l z f j v	lzfjv
h n k c f p s	hnkcfps
r v j t	rvjt
l p j b	lpjb
j q d k g x w	jqdkgxw
p x b g l t c s q m k	pxbgltcsqmk
b d n q v z g c	bdnqvzgc
j s t c d l x f w b	jstcdlxfwb
h s p t j k m x w v l	hsptjkmxwvl
j s c z t r	jscztr
r v c q s x g l	rvcqsxgl
z f d m k	zfdmk
v g h j c w d n l t k x m r p	vghjcwdnltkxmrp
l g x f h w q m	lgxfhwqm
q v k m x d	qvkmxd
s j r m c w x	sjrmcwx
b s t g r	bstgr
q s m c d	qsmcd
n l s v k m d	nlsvkmd
t f l s x q d m g z	tflsxqdmgz
b w t k x	bwtkx
m j h b f l c s	mjhbflcs
b c q l f h	bcqlfh
n c k d r w s t	nckdrwst
g v b x s r d n z k c h	gvbxsrdnzkch
j m x l b c f z w	jmxlbcfzw
m f p s d q w n b	mfpsdqwnb
w s f r d c p x k n q m	wsfrdcpxknqm
b q g f n z	bqgfnz
j n f r q p s z m	jnfrqpszm
k v z c r h p	kvzcrhp
g x b q n p k c	gxbqnpkc
n k g b f	nkgbf
l c z p v n r	lczpvnr
b l f w g z h q s x	blfwgzhqsx
p t q z	ptqz
j g c n	jgcn
w t z j c	wtzjc
n h k	nhk
h s j t x	hsjtx
v g l b s x	vglbsx
b x z g j	bxzgj
g d c l k r	gdclkr
z q w x s r f h j t b	zqwxsrfhjtb
r h g x v t q k p w f z	rhgxvtqkpwfz
x l c v s m p q	xlcvsmpq
f j r z s d	fjrzsd
l z d g w h j t p f	lzdgwhjtpf
h m t z	hmtz
d z k t c g x	dzktcgx
c b x k	cbxk
d j p z f v t w k b g c	djpzfvtwkbgc
h k w z s f v	hkwzsfv
p s q b	psqb
c q b h j t	cqbhjt
w c b q r z g n	wcbqrzgn
c f j m p z l g t n h r	cfjmpzlgtnhr
d t v p l b h	dtvplbh
b t w x r c z s f	btwxrczsf
g d f x n	gdfxn
r s x p g	rsxpg
v w z h m l n f c x b	vwzhmlnfcxb
p h x	phx
n f z l p j c	nfzlpjc
j s g p h k t	jsgphkt
n v q k g d c t j	nvqkgdctj
n p w f z g t m	npwfzgtm
w q r	wqr
g x h k v q	gxhkvq
w l z	wlz
x d j c w n z t	xdjcwnzt
d m z j b l k t q c h	dmzjblktqch
q f p n z	qfpnz
m l r p j z	mlrpjz
b v c j n f l z	bvcjnflz
d s l m z j p	dslmzjp
w k z q j c b v	wkzqjcbv
m s b x c j t v	msbxcjtv
q l g w k	qlgwk
r g n x k m j q s	rgnxkmjqs
c k j f l w x n	ckjflwxn
r s m w q b p	rsmwqbp
x v w k r	xvwkr
z h d	zhd
s c g n h	scgnh
g b f n l k	gbfnlk
h g t s n m	hgtsnm
c j d q z t v g s	cjdqztvgs
j q t g v p b n w	jqtgvpbnw
c x v g s n f	cxvgsnf
f l j q r d s c w	fljqrdscw
c g h	cgh
x f d t c k j	xfdtckj
r j k b l c p t w	rjkblcptw
l p d z	lpdz
b p f k w c l	bpfkwcl
z n x s k j v b	znxskjvb
p j g q s	pjgqs
d k n x v	dknxv
z q k s	zqks
k h q x d f	khqxdf
s f g m t v h	sfgmtvh
s z d p m t x v	szdpmtxv
g d k w b x m c	gdkwbxmc
l t p v z s n c	ltpvzsnc
l c b f q	lcbfq
t q c f z s b	tqcfzsb
z m f h l t v x	zmfhltvx
c w h b g	cwhbg
h s q j k r t d	hsqjkrtd
l p z s m b k v	lpzsmbkv
m z l t b	mzltb
h j c t s n x m w	hjctsnxmw
j q b d g f p z w c h	jqbdgfpzwch
q b p k m l s	qbpkmls
g k s l z n	gkslzn
t v q z b d j	tvqzbdj
l k j g c f t n	lkjgcftn
f v h	fvh
p l q b	plqb
q m s x r k p l v h t j w b g f	qmsxrkplvhtjwbgf
t c z l h k x w q r f s m v p g	tczlhkxwqrfsmvpg
z f p r j b v n h g m	zfprjbvnhgm
h n q v l j k	hnqvljk
q m z p l g v	qmzplgv
b k r f v n	bkrfvn
s h w t q d x	shwtqdx
d r c m w g	drcmwg
c m b s l	cmbsl
w l x z g	wlxzg
r h p z l q s	rhpzlqs
s v n	svn
q b t m s l h p z	qbtmslhpz
s v m c g k	svmcgk
n c v d	ncvd
g p t b r c m w z k x s	gptbrcmwzkxs
w q j	wqj
p w g	pwg
r z f h g	rzfhg
v l c z q s	vlczqs
j l s n r m v f	jlsnrmvf
j t s q r b m z w	jtsqrbmzw
r f j k x q n w	rfjkxqnw
x b k f p h t j w v r c z m l	xbkfphtjwvrczml
b s w n m	bswnm
z h q s f g r c	zhqsfgrc
d q z x g k c v m	dqzxgkcvm
k l s b r p f j x	klsbrpfjx
n p c g z v h s q f	npcgzvhsqf
n f d w q g	nfdwqg
d p q n x k	dpqnxk
h v c s j f b x q	hvcsjfbxq
l s c t k j w f q m p r	lsctkjwfqmpr
t r c n z	trcnz
r w f v t x k z p m	rwfvtxkzpm
l s c z d	lsczd
b f g n l c m	bfgnlcm
c b k g v p	cbkgvp
m g b x j	mgbxj
k q p t x	kqptx
n l f s v m h	nlfsvmh
k m t p d l c	kmtpdlc
l f w c	lfwc
h z r s c q v	hzrscqv
f n x s k l h v m j	fnxsklhvmj
g z k l w b j	gzklwbj
v g k z	vgkz
k m n h r p q d w t	kmnhrpqdwt
g x n f b s d j	gxnfbsdj
h b q f j w	hbqfjw
l x t n q r h j	lxtnqrhj
h m v t b x q z w k	hmvtbxqzwk
x b c q n h	xbcqnh
x s z t	xszt
q w h n r k j	qwhnrkj
k s n m z	ksnmz
r q v g h l d m c b	rqvghldmcb
x q d k r p w h t v n s z	xqdkrpwhtvnsz
n r w j q g c f z p h l	nrwjqgcfzphl
h l r m p s v b	hlrmpsvb
v b l s	vbls
t v c q m x n b	tvcqmxnb
j p z t b	jpztb
l q x r	lqxr
t d n	tdn
x q s l n	xqsln
s p r l j	sprlj
k f j t h g b m v q	kfjthgbmvq
l w n m t s j v g q	lwnmtsjvgq
q f j p m w r l x	qfjpmwrlx
r z q b v c x	rzqbvcx
j z x p b v k m s h	jzxpbvkmsh
p t q r s	ptqrs
v l k g d	vlkgd
r q z v p b c	rqzvpbc
k t d v g c	ktdvgc
j n m q g d w b	jnmqgdwb
s x v m h z g p r	sxvmhzgpr
p b f x m	pbfxm
f m w g p b	fmwgpb
l g t h f b d	lgthfbd
k w j	kwj
m t v c f z d x g n	mtvcfzdxgn
k h x s c z g d t v b n p m w	khxsczgdtvbnpmw
l v q t z m k w j c r h x g p b	lvqtzmkwjcrhxgpb
s p n b w x	spnbwx
f t j c l d p g x h w	ftjcldpgxhw
d s w v	dswv
q k z v p g	qkzvpg
t b q d l s r	tbqdlsr
s m v z q n w c r f t	smvzqnwcrft
z c b s g j w v d x	zcbsgjwvdx
n t l m g v	ntlmgv
q h m r x l j c	qhmrxljc
h g b m q j	hgbmqj
d x t r k q w	dxtrkqw
j f q c v h n z p l w	jfqcvhnzplw
k t f r v	ktfrv
d g w z t n p s j h	dgwztnpsjh
r h n w q	rhnwq
g x t n l k b z c w f	gxtnlkbzcwf
g q f r h p k c	gqfrhpkc
r n x w s d	rnxwsd
s w z g j f v n l	swzgjfvnl
v d c m f w q b k	vdcmfwqbk
p k t l h x d m	pktlhxdm
v h z x b w k t d r s c p m j	vhzxbwktdrscpmj
g z n f q	gznfq
b h q k j r f d n w	bhqkjrfdnw
m n v h b w l s q d r j p	mnvhbwlsqdrjp
p j b t g l d w	pjbtgldw
f l b w h p g	flbwhpg
b c j v h	bcjvh
p t g j k b	ptgjkb
t d p l v c k j r b z	tdplvckjrbz
j p x w r	jpxwr
k b j x d s h q g l	kbjxdshqgl
l h n g s x j q m c f r p	lhngsxjqmcfrp
n j z k s d p h	njzksdph
c h x w d t k	chxwdtk
j d k f	jdkf
l s w z	lswz
p s w g b n	pswgbn
g f m z n r p c k d w	gfmznrpckdw
p g m l t z f b k	pgmltzfbk
l q t r h d	lqtrhd
h l v q g j z b w	hlvqgjzbw
m j z x b d	mjzxbd
k c s	kcs
l f m c s z k r j	lfmcszkrj
t d b k q n p	tdbkqnp
q g x m h j t f	qgxmhjtf
g w s l n x d k	gwslnxdk
x h w s z n p v g	xhwsznpvg
s q m k j n g w r	sqmkjngwr
w f h m p d	wfhmpd
f t s n z l j	ftsnzlj
t p z b	tpzb
b k g x h	bkgxh
x w j h t m	xwjhtm
j w b r h f d z t v g s l	jwbrhfdztvgsl
w g k c f b n s z d v	wgkcfbnszdv
r s h	rsh
p g k v r h z t	pgkvrhzt
r p b x v t d	rpbxvtd
m l j x	mljx
h d s j k z f g	hdsjkzfg
m z d j s p n	mzdjspn
l p g s	lpgs
g v m f p q	gvmfpq
q j k z p n s h d l	qjkzpnshdl
c j r t v p	cjrtvp
s k t p d w j f v	sktpdwjfv
v p c f r g x l s	vpcfrgxls
z b s v n t g	zbsvntg
c j l v p q m	cjlvpqm
b z n g j h d	bzngjhd
n r b j z	nrbjz
q w c k j t m	qwckjtm
p b n g q m	pbngqm
r f d	rfd
l n b x r g m c j v s p	lnbxrgmcjvsp
n f b l j	nfblj
f n s b	fnsb
b q f c r g z	bqfcrgz
z r v n f m l	zrvnfml
j q c v l z f	jqcvlzf
t g j	tgj
v x s b r n d l	vxsbrndl
q c d j f v s h	qcdjfvsh
n s k r	nskr
x r d s t b g m	xrdstbgm
v h k j f z r w t m s	vhkjfzrwtms
j d t z w b k g q	jdtzwbkgq
w v p c r t	wvpcrt
v q k t s	vqkts
c w d q n h g l	cwdqnhgl
r c v s b p m x	rcvsbpmx
s g v w k f	sgvwkf
p z m j	pzmj
g v b h l w s z p	gvbhlwszp
z t k j	ztkj
j h w z m p x	jhwzmpx
w p f d t k h z	wpfdtkhz
v c m h g x k l f t p	vcmhgxklftp
v q c d w l f z	vqcdwlfz
c d f	cdf
n k w s c g	nkwscg
d g p c b l n k x	dgpcblnkx
z q p b s	zqpbs
p k q b v j g r l	pkqbvjgrl
h t q x l j	htqxlj
z v q p l w d r h k x b	zvqplwdrhkxb
b x k t h q l	bxkthql
m t s r k	mtsrk
n k d s	nkds
j s l x h z c	jslxhzc
n j p g	njpg
l f n w d h x k g	lfnwdhxkg
d n b r	dnbr
d z n s x t k r f	dznsxtkrf
n c r s j x f t	ncrsjxft
t j q f x r s c d	tjqfxrscd
j d l c m s k	jdlcmsk
x v c w	xvcw
v l c r b q g m	vlcrbqgm
q h b v	qhbv
r x n w p z h k	rxnwpzhk
l g t c m x s f b	lgtcmxsfb
w n s g p c t	wnsgpct
j g k d n x b f s	jgkdnxbfs
r x h f g q t	rxhfgqt
x g r d n k t c v z	xgrdnktcvz
l z q s r k t w b f g m	lzqsrktwbfgm
h z w q n t v j r	hzwqntvjr
c k x d g l v t	ckxdglvt
w z p q b g	wzpqbg
p d c x b z t v	pdcxbztv
s c b n	scbn
h z r f g b c l m s v x t	hzrfgbclmsvxt
x g j t r w	xgjtrw
d h j l v x t p b s g w	dhjlvxtpbsgw
l t n m	ltnm
l n r s v k q j t f	lnrsvkqjtf
d t z j w r l p h	dtzjwrlph
z l p s g x	zlpsgx
z m h l x n j q g r	zmhlxnjqgr
j z v t	jzvt
l z f x t w	lzfxtw
n c f s t d	ncfstd
q w v t r z x j	qwvtrzxj
w l f p r	wlfpr
d w x k p j h f c	dwxkpjhfc
v q g f t l c h x	vqgftlchx
z n m t h k f	znmthkf
w d z h g c n v b l t r s	wdzhgcnvbltrs
q h m p v	qhmpv
m j f c t d	mjfctd
p h q l d	phqld
d n b t z q m s x	dnbtzqmsx
f n p b q k	fnpbqk
b r g n j p k	brgnjpk
n f v z k q	nfvzkq
q m h t k r x n z d f	qmhtkrxnzdf
k c j m x v b q	kcjmxvbq
j z p g n q d v k b s w	jzpgnqdvkbsw
h n m d s j w p r x c	hnmdsjwprxc
p s z v j f	pszvjf
g p z w	gpzw
d r f h x s p n m	drfhxspnm
w d j l z p f r x k	wdjlzpfrxk
l c z k g r n v	lczkgrnv
c z g m l p f	czgmlpf
p j w v r d l f q	pjwvrdlfq
g w l f r t p j m	gwlfrtpjm
h p d	hpd
q x n v p g d r t	qxnvpgdrt
l s w c k m d t g	lswckmdtg
k h f m g	khfmg
w c m d b g s r	wcmdbgsr
t h s q d b x	thsqdbx
q h z x k j t c d b f	qhzxkjtcdbf
k b t r z x m	kbtrzxm
j v m d k w z f c l q n	jvmdkwzfclqn
t n x j z b g s v	tnxjzbgsv
p x c w t	pxcwt
z c n m d t g l	zcnmdtgl
x t m v h c j q s n g p z k w	xtmvhcjqsngpzkw
l p j x m g t v f	lpjxmgtvf
g r j z x	grjzx
v j f r s m k w d l	vjfrsmkwdl
t s v c l q x k w g	tsvclqxkwg
v s h r g q f	vshrgqf
m f d n s t b q h	mfdnstbqh
b s g t c x w f h v m p	bsgtcxwfhvmp
d h k s g w	dhksgw
c f g t	cfgt
j p g c k s n d b	jpgcksndb
c l j p s g m k w	cljpsgmkw
m b c f	mbcf
b s d q m x z p	bsdqmxzp
j b s c q k	jbscqk
t h f b r m	thfbrm
x b g t f k z p v	xbgtfkzpv
n l p d m t v j	nlpdmtvj
w g k r z j l	wgkrzjl
g m p n w l q f	gmpnwlqf
b g s f q r l	bgsfqrl
f v c k t m l	fvcktml
n w l k f x v q	nwlkfxvq
d z x t w q	dzxtwq
h s p l f b r j g d w	hsplfbrjgdw
l f c m d j s b	lfcmdjsb
t d s	tds
h l b	hlb
j p d n w z l r t q	jpdnwzlrtq
k v q j s t c w g b h m x n	kvqjstcwgbhmxn
g b c f t x n	gbcftxn
r n g b d	rngbd
h q p c z d r v f	hqpczdrvf
h n d r j t g	hndrjtg
z f h c b r p	zfhcbrp
c s k z	cskz
s w g h q m n z b	swghqmnzb
x p n g r l h t d v	xpngrlhtdv
z h m q c f	zhmqcf
z h l t j	zhltj
b j x h w	bjxhw
j p r t h d g	jprthdg
p l k g h d t r x	plkghdtrx
f g t q h x w d	fgtqhxwd
t p d z f m q g n j s	tpdzfmqgnjs
x g v w r	xgvwr
s f v k t r g l	sfvktrgl
z v h	zvh
r h p t d b w	rhptdbw
b k p l t d w h	bkpltdwh
z m j v d s b w p	zmjvdsbwp
g m s d p j k q r w z	gmsdpjkqrwz
m q v b w r	mqvbwr
m q j r t v s	mqjrtvs
m j f n x w v q	mjfnxwvq
v c q g n t j w d l m	vcqgntjwdlm
d x m h j n	dxmhjn
g s t f c p q w x	gstfcpqwx
m q c j x w r v	mqcjxwrv
s k w h t	skwht
m x d g j	mxdgj
r n x	rnx
q g d	qgd
t v d z w s c m q x	tvdzwscmqx
s q b d x l r z v	sqbdxlrzv
c p z t d g x l h	cpztdgxlh
g x v s j r w h k	gxvsjrwhk
p r x j	prxj
n b v h s c	nbvhsc
b s g	bsg
p x m t g h	pxmtgh
w l q v r g f m b s n d	wlqvrgfmbsnd
l s q h n c k t	lsqhnckt
n f s x k t v	nfsxktv
f k p h	fkph
p r b s k x	prbskx
m r q v c x	mrqvcx
v d t r x p j k s q	vdtrxpjksq
m j b k f r	mjbkfr
w x l	wxl
d m j b q x l v s	dmjbqxlvs
d r s g j k	drsgjk
j x c g	jxcg
h l t d j r	hltdjr
p z k m h x g w t j	pzkmhxgwtj
w h d x v n m j s z	whdxvnmjsz
z h m b	zhmb
j f p q l m b n x	jfpqlmbnx
v f g b j w	vfgbjw
v j h r n	vjhrn
g f v q j n w x	gfvqjnwx
w v f c j g s	wvfcjgs
k q x v f z w	kqxvfzw
z v c f l g n	zvcflgn
d k f q	dkfq
c r v f j	crvfj
n b d j m	nbdjm
q v s g	qvsg
g b c n t r q f h d k s j	gbcntrqfhdksj
z m b s j h v f x	zmbsjhvfx
k t l w p z f q	ktlwpzfq
h c t w r s x f	hctwrsxf
f g l t x b	fgltxb
k f d g	kfdg
l n c m f w v x k r t p j g	lncmfwvxkrtpjg
r p x q z	rpxqz
m x p	mxp
h m n d r	hmndr
j l f c w h r b	jlfcwhrb
d p q c m w	dpqcmw
g r d z c p v t	grdzcpvt
p z b	pzb
j t m k n r g x	jtmknrgx
r z g f j n l h c t	rzgfjnlhct
b n z h v	bnzhv
g n l j x v h	gnljxvh
s m j g	smjg
j g d v m p l c	jgdvmplc
k l t j d z v g	kltjdzvg
n s q r c k l p	nsqrcklp
j s c b r	jscbr
k l c h p b w	klchpbw
j f v d w n t k l	jfvdwntkl
j t q s w z g	jtqswzg
n x j s m b	nxjsmb
c p h f q	cphfq
s h t g z m q	shtgzmq
z b r f x w c	zbrfxwc
n b z k	nbzk
j d c m h f s b	jdcmhfsb
c b x q t f	cbxqtf
q v d j t w m c b l p	qvdjtwmcblp
b j f k l	bjfkl
z f r q p n m j k s l	zfrqpnmjksl
l c n b m z p	lcnbmzp
j c b s f v q r h	jcbsfvqrh
k f w p	kfwp
h j q d	hjqd
w d b p s t k v j n	wdbpstkvjn
m r j h n b k	mrjhnbk
t w f n r d b	twfnrdb
l s j g b w q c m f t	lsjgbwqcmft
s t j k x z l	stjkxzl
f g q l p b z k d j	fgqlpbzkdj
j g n x s	jgnxs
f w n l	fwnl
p x z r d v m t q w s j	pxzrdvmtqwsj
x t d s r	xtdsr
f g c b x z	fgcbxz
x c g s r f n	xcgsrfn
q c k w g n d h l r	qckwgndhlr
m d n g v w h	mdngvwh
z c m s l j q	zcmsljq
t q w x l s v m p j b	tqwxlsvmpjb
r w s f t	rwsft
j k q v z n	jkqvzn
r h x l v p z b n	rhxlvpzbn
t z k c x q g m	tzkcxqgm
k f z	kfz
z n v k x r b l d	znvkxrbld
q g t l k b d n	qgtlkbdn
h g l c x b	hglcxb
m v f q r d t x h g n	mvfqrdtxhgn
k p c x	kpcx
q k m b w v l f s n r t j	qkmbwvlfsnrtj
k x t c w n b z	kxtcwnbz
p f c l d j t m g	pfcldjtmg
q w s g f b l t	qwsgfblt
z j n k c q w s m	zjnkcqwsm
r s l d g v w x z	rsldgvwxz
b x f m v q w s j	bxfmvqwsj
m v k c d f z r	mvkcdfzr
m h x l	mhxl
q v x m s h k j t	qvxmshkjt
v l t q c b m	vltqcbm
p h t n v z c b r j	phtnvzcbrj
l z b h p	lzbhp
s z k f c d	szkfcd
z g p n c q	zgpncq
v l m c t r d z j n h w s	vlmctrdzjnhws
r v t k j q b	rvtkjqb
m k c v	mkcv
c m l z f k q b w d	cmlzfkqbwd
k b f s	kbfs
r n d f t w h j	rndftwhj
b s v j t l g p	bsvjtlgp
x l r g h t c m	xlrghtcm
s p x	spx
d l r t	dlrt
t k r z p h	tkrzph
k b v p c	kbvpc
x l p g d t k n v	xlpgdtknv
b k s h t n w p v r	bkshtnwpvr
s v r k l w m	svrklwm
x d b z	xdbz
