input1	label
m e y e r h o f f	meyerhoff
w h i t t l i n g	whittling
a r i s t i d e s	aristides
l a r i m o r e	larimore
l i l j a	lilja
u s w a	uswa
k u b a n	kuban
d h y a n a	dhyana
b u r n e s	burnes
l c l p	lclp
c a l w e l l	calwell
x w i n	xwin
s a h i n	sahin
o u t g r o w i n g	outgrowing
p u n k r o c k	punkrock
t a n g u y	tanguy
o v e r l o n g	overlong
s u b m e r s e d	submersed
c l i t i c	clitic
s w e e t p o t a t o	sweetpotato
e t r i	etri
s e q u a t c h i e	sequatchie
k e r a t o c o n u s	keratoconus
t l v s	tlvs
o s t h o f f	osthoff
x d c a m	xdcam
g h o s t w r i t i n g	ghostwriting
m e d i a c o r p	mediacorp
g a e s	gaes
q u a n t r i l l	quantrill
p a l m i t o y l	palmitoyl
o x a	oxa
s i x p a c k	sixpack
o l v e r a	olvera
i n t u s s u s c e p t i o n	intussusception
c a t a l o g u e r	cataloguer
t r e a t a b i l i t y	treatability
t o u c h s y s t e m s	touchsystems
a v i d i t y	avidity
p o l y p h o s p h a t e	polyphosphate
l e t t o r i	lettori
s b o x	sbox
s a d a k o	sadako
d t l r	dtlr
b u e r	buer
t h r o m b o s p o n d i n	thrombospondin
c a n v a s b a c k	canvasback
x d t	xdt
v i n d i c a t o r	vindicator
u t i m e	utime
r a i l f a n	railfan
k e i r e t s u	keiretsu
p o r t a b e l l a	portabella
n o o s a v i l l e	noosaville
g a s c o n	gascon
e n z y m i c	enzymic
w e e k e n d e r s	weekenders
t i g h t v n c	tightvnc
s a y w a r d	sayward
o b f u s c a t o r	obfuscator
b e r g s	bergs
a d h s	adhs
c r a i l	crail
c a n d y b a r	candybar
b i b l i o g r	bibliogr
s e x s t e l l u n g	sexstellung
m a i l p a r s e	mailparse
l n x c	lnxc
c a f o s	cafos
a c c u s t o m	accustom
u n d e r c a r	undercar
d i o n e x	dionex
s o k g	sokg
q u a n t a l	quantal
p o d s e d n i k	podsednik
h a d a	hada
f a f n i r	fafnir
o v u l a t i n g	ovulating
c o l o r i f f i c s	coloriffics
b r u u n	bruun
e r g e n	ergen
s u r i y a n	suriyan
s t o q	stoq
s o n a t i n a	sonatina
d i c a r b o x y l i c	dicarboxylic
c o n s i s t e	consiste
m e g a l o m a n i a	megalomania
k a v a l i e r	kavalier
p o c h	poch
n o m e n c l a t u r a l	nomenclatural
n u t h o u s e	nuthouse
m a g i c o	magico
v e n e z	venez
s i a n o	siano
s e n d e	sende
s a g i	sagi
p r o u d e r	prouder
p l i a n c e	pliance
c l s d	clsd
n a i a d	naiad
t i m a e u s	timaeus
i n s t a n t o n s	instantons
y u v r a j	yuvraj
s u d e k i	sudeki
v i t t	vitt
t e i n s	teins
r p g a m e r	rpgamer
b e r a n e k	beranek
a l i b i s	alibis
k p c c	kpcc
h e r b i g	herbig
a d d a s	addas
g n a c	gnac
c h e a r	chear
a z r i e l	azriel
l u n t z	luntz
l i b m c r y p t	libmcrypt
f u n z o n e	funzone
g r a p h o l o g y	graphology
s h a h a m	shaham
l e k o	leko
g y n t a f	gyntaf
s t y g i u s	stygius
r o z e r e m	rozerem
g r a n u l o m a s	granulomas
d o c u m e n t u r l s	documenturls
c a s h e r	casher
a c e h n e s e	acehnese
u c c s	uccs
p l a n e t e	planete
a m p l i a r	ampliar
j o a n e	joane
e g a d	egad
p e w s e y	pewsey
r g b t	rgbt
m i l h o u s e	milhouse
b u d i	budi
c h a g o s	chagos
l e i r i a	leiria
s n g l	sngl
i l a b	ilab
p l e a s e t h	pleaseth
k l e m m e	klemme
v i c i o u s n e s s	viciousness
n p l s	npls
v o s k a	voska
v a n d a l i s e d	vandalised
t e c h l a n d	techland
o u t l a n d e r s	outlanders
a n a t o m i a	anatomia
n o e r r	noerr
s k o r	skor
c o r n e t s	cornets
c h e m i k	chemik
u s t c	ustc
f f n	ffn
r u o l o	ruolo
b i s t r o t	bistrot
n a g r a v i s i o n	nagravision
d o h i y i	dohiyi
c a u t a r e	cautare
a n s i c	ansic
c a r e e r l i n k	careerlink
q a i x	qaix
l e n c i o n i	lencioni
k e y m a k e r	keymaker
c a m o f l a g e	camoflage
u l l i n	ullin
h o v i s	hovis
e v e r y w h e r e p o w e r	everywherepower
r e a g l e	reagle
b a s h e v i s	bashevis
a r t c	artc
g p m s	gpms
g a l p i n	galpin
c a n l y n i a d a u	canlyniadau
h i l l t o w n	hilltown
r e j s e r	rejser
l i p h o o k	liphook
h a l l e t t s v i l l e	hallettsville
v e r z e n d	verzend
l o a m s	loams
f e i g e	feige
s t e f f e	steffe
r e g n e r y	regnery
n o r v i r	norvir
b l u c h e r	blucher
t a m a q u a	tamaqua
h o m o n y m s	homonyms
d e t r i o t	detriot
c h a f e r s	chafers
b o r a t	borat
t y r a m i n e	tyramine
r e g i e r	regier
p y r e t h r u m	pyrethrum
s i s i	sisi
r e q u i s i t o s	requisitos
m i d d l e v i l l e	middleville
t i m e i p s	timeips
w u x i a	wuxia
d e l u x e p a s s	deluxepass
z i e r i n g	ziering
f l o r e t t e	florette
d a u n	daun
s m a l l w a r e s	smallwares
f i c h t n e r	fichtner
f b d	fbd
s h i n d i g z	shindigz
o l u t i o n	olution
m c c r a w	mccraw
f l i s t	flist
b o u l w a r e	boulware
o p b a	opba
o u t o k u m p u	outokumpu
c a y e t a n o	cayetano
p r o j e t o	projeto
d e m e n t o	demento
c o t t o n w o o d s	cottonwoods
d i p p y	dippy
c o n j u g a t i o n s	conjugations
s l o s h i n g	sloshing
n m c i	nmci
c c n y	ccny
e s t o u	estou
c o m p u t a c e n t e r	computacenter
p r o c f s	procfs
v i e l l e	vielle
r e f r e n c e	refrence
u n s p e c i f i c	unspecific
t r e e f r o g	treefrog
q u i n o l i n e	quinoline
l v a l u e s	lvalues
w i n d f a l l s	windfalls
s o u n d p r o o f e d	soundproofed
o u t c r o p p i n g	outcropping
w n b l	wnbl
c l s t	clst
l i t o	lito
a r e t h u s a	arethusa
s u b r i p	subrip
n a s e r	naser
d r i n k a b i l i t y	drinkability
z z y	zzy
m o l e c u l a r l y	molecularly
k a m p s	kamps
d i e n s t e	dienste
i n a n n a	inanna
a l l s b u r g	allsburg
s u p e r i n t e n d i n g	superintending
c o l l e a g u e e	colleaguee
t m w c	tmwc
h a r a w a y	haraway
t a b l e c o v e r	tablecover
s o c i o l o g i e	sociologie
e n d i t e m	enditem
c i n e f o r m	cineform
b e n z o c a i n e	benzocaine
s e x s y	sexsy
m a n k i e w i c z	mankiewicz
t v p g	tvpg
p h i t s a n u l o k	phitsanulok
c o n v e g n o	convegno
a p q c	apqc
v e l h o	velho
s p e c t r e s	spectres
p a r a s i t i c s	parasitics
p i c t i o n a r y	pictionary
p a n t o g r a p h	pantograph
k i n e m a t i c a l	kinematical
d e a l g a i n	dealgain
u g u r	ugur
p o e t e s s	poetess
f c t c	fctc
b a r k a n	barkan
b o w h e a d	bowhead
w o o d r o f f e	woodroffe
v a l l a n c e	vallance
p i c t u r e z	picturez
p a r t i r e	partire
s o m a t o f o r m	somatoform
v o x e n g o	voxengo
m o l u c c a s	moluccas
b i e r e	biere
t e n n a n t s	tennants
t e x s p o r t	texsport
k e e l u n g	keelung
u n x	unx
m e l h o r e s	melhores
l u m b e e	lumbee
u s e r m o d e	usermode
m w a n z a	mwanza
m a m m	mamm
s o l o g a l s	sologals
m a c e r a t a	macerata
n g t r a n s	ngtrans
l e g u m i n o u s	leguminous
s t a n d a r d i s i n g	standardising
c o r e p a d	corepad
c o n t i v i t y	contivity
l a p i n e	lapine
b r i g a n d s	brigands
s c h r a g	schrag
b o s s c h e r	bosscher
j o b b	jobb
t e t r a h y d r o f u r a n	tetrahydrofuran
s u b g a m e	subgame
q u a r r e l s o m e	quarrelsome
m o i n e	moine
g p l e d	gpled
w i n g t i p s	wingtips
s o l i d e r s	soliders
a t l a s o f f l i n e	atlasoffline
g u m m e r s o n	gummerson
b a l c o n e s	balcones
m i k e i n b r a z i l	mikeinbrazil
f l a v o r p i l l	flavorpill
b a l e a r s	balears
z e h r	zehr
b u t y l e n e	butylene
b r o d i c k	brodick
i m a g i n e e r i n g	imagineering
e x e c u t r i x	executrix
c e n d y n e	cendyne
b o w r i n g	bowring
s t r a n d i n g s	strandings
c o n u r b a t i o n s	conurbations
p a r a b u r d o o	paraburdoo
p e t t e r s e n	pettersen
r e f i t t i n g	refitting
c o s h a m	cosham
d o n o s t i a	donostia
k o h u t	kohut
p a c k r a t	packrat
g a r a n t i t o	garantito
b g a n	bgan
s u p p o r t p l u s	supportplus
q a d d a f i	qaddafi
l e e s a	leesa
b u d g e r i g a r	budgerigar
e d m o r e	edmore
s e a c l i f f	seacliff
f o g b u g z	fogbugz
u q a m	uqam
n e w n e s	newnes
m o n t a n u s	montanus
g a n a s	ganas
m y t h o m a s s a v e	mythomassave
t e r r o r i z e r	terrorizer
p a t h i n g	pathing
l u l a c	lulac
l i l i o p s i d a	liliopsida
r a t i n g e n	ratingen
b u r s t o w	burstow
e i c h e n g r e e n	eichengreen
s w i s h m a x	swishmax
q s f	qsf
f i r s t s e l	firstsel
d e t e r m i n i s t i c a l l y	deterministically
w o n d e r w a r e	wonderware
s c h u m a k e r	schumaker
g o a l s c o r e r	goalscorer
t i m e s l i p	timeslip
j a m e l	jamel
i s o m e r i c	isomeric
z o m i g	zomig
b v r	bvr
p y r i d o s t i g m i n e	pyridostigmine
n d e x	ndex
e n o s b u r g	enosburg
p r o p a	propa
o x i d i s i n g	oxidising
b l o w t o r c h	blowtorch
a l l v i e w	allview
n u f o r c	nuforc
l e m e	leme
v o r t	vort
e r e s o u r c e s	eresources
l f c t	lfct
z v o n e n i a	zvonenia
d i s t a n z a	distanza
t a m p o n a d e	tamponade
o f h e o	ofheo
m s u i c	msuic
h y p o c h o n d r i a c	hypochondriac
l i k l e y	likley
i s h s	ishs
s y n o p t i c s	synoptics
m a l t i n g s	maltings
d e n i c e	denice
s c r i	scri
n j p p c	njppc
d u n c e s	dunces
t u m b a	tumba
t o w e	towe
b a c c u s	baccus
p a m i	pami
d r y o p t e r i s	dryopteris
s y m p a t h i z e r	sympathizer
i s o h u n t	isohunt
b o i c e	boice
a e a l a o a u	aealaoau
f r e e w h e e l s	freewheels
i n v e n	inven
g l u m e	glume
h a m o	hamo
d a m n a b l e	damnable
g o f f i n	goffin
a n t e c h i n u s	antechinus
t e x a s h o l d e m	texasholdem
j a g e r m e i s t e r	jagermeister
i r m s	irms
r o o t e r s	rooters
r e b u m	rebum
g i g a n e w s	giganews
m a d h a v	madhav
i m r g	imrg
h a n d y s p i e l e	handyspiele
h o e f f e l	hoeffel
t a l e s e	talese
u n i b r a i n	unibrain
s l a d e n	sladen
r e i c h a r d	reichard
m a o i s	maois
s p i t t i n	spittin
f i l i o n	filion
p e r o n e a l	peroneal
v t r s	vtrs
s w e e t p e a	sweetpea
d a m a r i s c o t t a	damariscotta
d u r a g e s i c	duragesic
a n t i p o r t e r	antiporter
m y r i a d o r	myriador
h e n t a	henta
e t r u s c a n s	etruscans
p a c k e t s h a p e r	packetshaper
d i l g e r	dilger
g o o g l i	googli
t h o r o f a r e	thorofare
k u n d e r	kunder
s o p p i n g	sopping
n e s b	nesb
l u k i n	lukin
k u y p e r	kuyper
e z g o	ezgo
c p p c c	cppcc
q s s	qss
p o e t a	poeta
b i o e t h i c a l	bioethical
a c c e l a	accela
n p c c	npcc
b r u s h f i r e	brushfire
g a l l e g l y	gallegly
l e g a l i	legali
c c s f	ccsf
k o n z e p t	konzept
f a s c	fasc
t o u g h e n i n g	toughening
t e c h s t r e e t	techstreet
h o r z	horz
u r m i l a	urmila
o l e n t a n g y	olentangy
t e l e v a n g e l i s t	televangelist
s u g e s t i o n s	sugestions
l a r i j a n i	larijani
f i s h m o n g e r s	fishmongers
h a g i o g r a p h y	hagiography
b l y t h e w o o d	blythewood
s m o o c h y	smoochy
b r e a k z	breakz
n e c r o p h i l i a	necrophilia
l a n i k a i	lanikai
p e n d e n c e	pendence
y e s s s	yesss
e p s g	epsg
d u r r i n g	durring
m u s h e r	musher
g e s s	gess
p e a r p c	pearpc
g l e n d a l o u g h	glendalough
v e r n a l i s	vernalis
u l t r a t e c h	ultratech
f s s a	fssa
s i n d h u	sindhu
l a b o r a t o i r e s	laboratoires
f a c t o r i a	factoria
y a t t o n	yatton
b r i n e s	brines
x c o m	xcom
s u t r o	sutro
b u r g m a n	burgman
s t e v	stev
n a s c a n n a	nascanna
e i c o s a p e n t a e n o i c	eicosapentaenoic
a n t e n n e s	antennes
s o n g s e a r c h	songsearch
r i n c o n a d a	rinconada
m y r d d i n	myrddin
d a v i d o v i c h	davidovich
d g g	dgg
n e e m a u r a	neemaura
r e i v e r s	reivers
g v p	gvp
b l a c k h a m	blackham
t i r a g e	tirage
s c r i p t w r i t e r s	scriptwriters
b r i s o n	brison
k e f f e r	keffer
j o m a	joma
d a t a m a t r i x	datamatrix
c o z i e s	cozies
e c a i	ecai
s t r a p i n g	straping
r u n a	runa
n r e n	nren
c h a k r a v a r t y	chakravarty
b e r i s h a	berisha
v e r i n o	verino
h a r d c o r e p o r n o	hardcoreporno
c r a n w e l l	cranwell
h o p f i e l d	hopfield
m i m u l u s	mimulus
f e i s e	feise
s u r f w e a r	surfwear
s c m s	scms
l i b w p d	libwpd
t o t t e r e d	tottered
m y o c y t e	myocyte
m o n e t i z i n g	monetizing
c o n c i e r g e s	concierges
z u l	zul
f z r	fzr
s c h o b e r	schober
o p i n o n	opinon
k a s h i f	kashif
b e v a c i z u m a b	bevacizumab
r a g t a g	ragtag
p r o p r i o c e p t i o n	proprioception
f i s h b u r n	fishburn
n o r m d o e r i n g	normdoering
c c b s	ccbs
s i n a i s	sinais
v p o	vpo
p i c s n u d e	picsnude
r e m i t s	remits
s i o n a l s	sionals
m o o d i n e s s	moodiness
e n v i o r n m e n t	enviornment
m e s e n g e r	mesenger
s a m i a m	samiam
p e r r o t t	perrott
f i s h m e a l	fishmeal
h a p i	hapi
e d i n p h o t o	edinphoto
c a s h f l o w s	cashflows
u l e b	uleb
a c i r c u m f l e x	acircumflex
h e u c h e r a	heuchera
b a g u s	bagus
n i j e	nije
j f a	jfa
d i c a s	dicas
f i l i a	filia
f a t e h p u r	fatehpur
t o b r u k	tobruk
s t a r t c o m	startcom
n a v i g a b i l i t y	navigability
c o l o n s a y	colonsay
b e l l i s s i m a	bellissima
v o l v u l u s	volvulus
m a c e r	macer
f u h r m a n n	fuhrmann
v i r c o	virco
h b l	hbl
m u t u	mutu
g e t i m a g e	getimage
o x i m e t e r s	oximeters
m i h o v	mihov
m o b i l e h o m e	mobilehome
d s t p o r t	dstport
c w h	cwh
i n t e r r e g n u m	interregnum
s c h u h e	schuhe
c o t u r n i x	coturnix
e m p r e s a r i a l	empresarial
d r o p b o x	dropbox
h e m p f i e l d	hempfield
r o b l i n	roblin
m e c l i z i n e	meclizine
p o s t t r a n s l a t i o n a l	posttranslational
c a h s	cahs
a v i a n c a	avianca
a k o m h	akomh
u n i f i e r	unifier
i r e c t o r	irector
z u b a i r	zubair
r i g h t i e s	righties
a n t i t o x i n	antitoxin
t h e i l	theil
p o r i n	porin
j u n a i d	junaid
c a c c i a t o r e	cacciatore
a b a a	abaa
p l a g e s	plages
k o z o	kozo
d i s d a i n e d	disdained
h a r s t a d	harstad
u s c o l l e g e s e a r c h	uscollegesearch
t r i m e r	trimer
p e r s i m m o n s	persimmons
p r e d i s p o s e s	predisposes
b u s s e l l	bussell
d k a	dka
h i m a	hima
t r a v e l p o d	travelpod
r e c i b i r	recibir
w w w a l t a v i s t a	wwwaltavista
w h i p p e t s	whippets
o e d i p a l	oedipal
g a l e r i	galeri
c o l l u m	collum
f r e u	freu
c l a w b a c k	clawback
a c d b l a y e r t a b l e r e c o r d	acdblayertablerecord
s t r e e t w i r e s	streetwires
r e v v e r	revver
a t o m i z e r s	atomizers
b l e v	blev
a n e m o m e t e r s	anemometers
s e e d i n g s	seedings
t r e e n o d e	treenode
r i c e h a m m e r	ricehammer
b a r e t t a	baretta
a l v o r	alvor
v i r a m u n e	viramune
c o n c i l i a t o r	conciliator
i m t i a z	imtiaz
h i s t o r i c o	historico
e h m a c	ehmac
k o p e c k y	kopecky
p l a y o n	playon
n a t t a	natta
m i l o s z	milosz
k o m m a t o s	kommatos
j a v a s o f t	javasoft
k a s t o r i a	kastoria
e y r w p a i k h	eyrwpaikh
d r u c k m a s c h i n e n	druckmaschinen
c l o b e t a s o l	clobetasol
j c o p	jcop
l i g h t o l i e r	lightolier
y u d k o w s k y	yudkowsky
d e r m a t o s e s	dermatoses
a s p e c t u a l	aspectual
b i b b s	bibbs
k a r n i	karni
a u d r e	audre
a n h y d r i d e s	anhydrides
s c h n i t z l e r	schnitzler
m o n t a l b a n	montalban
b v p	bvp
s q l j	sqlj
b e t e l g e u s e	betelgeuse
m a r y l o u	marylou
h a y m a k e r	haymaker
c a i l	cail
i n d i c t s	indicts
f r u i t f u l l y	fruitfully
c h a r o l a i s	charolais
m u d f l a p	mudflap
b r o n t o s a u r u s	brontosaurus
a s c i d i a n	ascidian
v a s e l	vasel
v a n h a n e n	vanhanen
s u l f a t e d	sulfated
d e c h l o r i n a t i o n	dechlorination
d b e n v	dbenv
d o m d o r n	domdorn
c o r f e	corfe
e r r o l l	erroll
b i a s c o	biasco
g e s o u r c e	gesource
e v e r g r e y	evergrey
w a l b e r g	walberg
v e r s o n	verson
s i c k n e s s e s	sicknesses
e g i o n a l	egional
d e s t o p	destop
s o r g e n f r e i	sorgenfrei
s h r i v e l	shrivel
o u v r a g e s	ouvrages
j e l c o	jelco
i n d e p e n e n t	indepenent
d a l l e y	dalley
r e c r u i t m e n t s	recruitments
h o m e w o r k i n g	homeworking
o r e d	ored
h o n e g g e r	honegger
m a g r a t h	magrath
e d g a r d	edgard
c r e a m i n g	creaming
a v a i e n t	avaient
a n e u r i n	aneurin
s u m m e r s l a m	summerslam
j o u r n a l s p a c e	journalspace
m e d a i l l e	medaille
b u n n i e	bunnie
w w w g o o g l e c o m	wwwgooglecom
t y l	tyl
e m u l a d o r	emulador
d a d e v i l l e	dadeville
c u p p l e s	cupples
c l a i r v o y a n t s	clairvoyants
b s b a	bsba
b i k i n	bikin
k t n	ktn
q u a n t i t a t e d	quantitated
d r o g e n	drogen
m a t a m o r a s	matamoras
c o s i n e s	cosines
p i c t i s h	pictish
g r e e n g r a s s	greengrass
t r a i n l i n e	trainline
d i s t r i b s	distribs
d f h	dfh
s e l i n g e r	selinger
l e v e l o n e	levelone
l a s s a	lassa
h a l e v y	halevy
g r i p p y	grippy
s a f a v i e h	safavieh
f u c o s e	fucose
b c s c	bcsc
e f o	efo
m u n t z	muntz
r i f a t	rifat
b u r n t i s l a n d	burntisland
b o o k b y t e	bookbyte
k a s s i m	kassim
t a t t o	tatto
f i e l d n o t e s	fieldnotes
t r i n i d a d i a n	trinidadian
s h o c k p r o o f	shockproof
m c l a r t y	mclarty
l i b d v d c s s	libdvdcss
a m e n d o l a	amendola
p h i l l p p e	phillppe
e m p r e g o s	empregos
n o n c i t i z e n s	noncitizens
y d q	ydq
t o k e r	toker
r e n u m	renum
u n a m e r i c a n	unamerican
t a k u m a	takuma
s k a m	skam
s e a n a i d	seanaid
b i g e s t	bigest
k p a t h s e a	kpathsea
g a m e p o r t	gameport
c o e x p r e s s i o n	coexpression
a i i c	aiic
f o n e r	foner
c a p l e t o n	capleton
f u z e o n	fuzeon
n u t o o l	nutool
k e y m a r k	keymark
b y e b y e	byebye
d r i p p y	drippy
m o o n t a	moonta
e y r i e	eyrie
s h i p s h e w a n a	shipshewana
f i r s t f r u i t s	firstfruits
o r u m	orum
t h e r m o r e	thermore
s n i c k e r i n g	snickering
b a r l o w s	barlows
c i i i	ciii
t x n e	txne
f o r t e n b e r r y	fortenberry
a n n i n	annin
s u b h a r m o n i c	subharmonic
h i v e m a i l	hivemail
h o p a l o n g	hopalong
t h e o r i s i n g	theorising
m a d d o c k s	maddocks
l i n g e r i e s	lingeries
s p e s c o m	spescom
r a t z	ratz
m a r p l a n	marplan
s u p e r b o o k d e a l s	superbookdeals
h a e m o s t a s i s	haemostasis
n e w s b u s t e r s	newsbusters
h e n d l e y	hendley
k r a n e v o	kranevo
r s s i	rssi
l o k e r	loker
c o n t e x t o	contexto
p a r t w a y	partway
m a n g e s h k a r	mangeshkar
k e f l a v i k	keflavik
d a i r e	daire
b l a c k h o r s e	blackhorse
s i n n e	sinne
n e r i s s a	nerissa
i f u p	ifup
r o l e t t e	rolette
s p l i c e o s o m e	spliceosome
m e m o r i a l i z i n g	memorializing
g r o v	grov
u s s f	ussf
i s o s u r f a c e	isosurface
b l a n k i n g o f f	blankingoff
t a k i s	takis
p e s t o v a	pestova
j u t s	juts
s y r i n g a	syringa
s a t u r n a l i a	saturnalia
o n c h o c e r c i a s i s	onchocerciasis
s c r e e n i e s	screenies
h o d i e	hodie
b e n b e c u l a	benbecula
h o h n	hohn
d o w n s h i f t	downshift
c a a t	caat
p a y b a c k s	paybacks
m o r a n g	morang
f i n d h o r n	findhorn
p i l t	pilt
n e u r o l o g i c a l l y	neurologically
h e l l o w	hellow
d i v i n o	divino
m m p a	mmpa
d m o d u l e	dmodule
r e i n s t a t e s	reinstates
s o l u t i o	solutio
s n f s	snfs
r o h r b a c h	rohrbach
n w u	nwu
u r a n y l	uranyl
r a g u	ragu
p i j	pij
s a l s b u r y	salsbury
d i b i a n c o	dibianco
o b y	oby
c f i n g e r d	cfingerd
f c c l a	fccla
c e n t e r i c q	centericq
q u i c k b a s i c	quickbasic
x j a c k	xjack
v a n z e t t i	vanzetti
l a o t h i a n	laothian
j a m i l a	jamila
t a v e u n i	taveuni
t a i n t s	taints
s z c z a w n i c a	szczawnica
s y v u m	syvum
q u a n t i z e	quantize
d a r a n	daran
n o s t a l g i e	nostalgie
n e u r o p r o t e c t i o n	neuroprotection
b r i c k t o w n	bricktown
u r r e n t	urrent
r e s u l	resul
d o k e y	dokey
v a n t a g e p o i n t	vantagepoint
t e n d o	tendo
a b a n o	abano
d a r y l l	daryll
b a w l s	bawls
d a c h	dach
t i t l e r s	titlers
k a w a n a	kawana
s u b c o m m e n t s	subcomments
e n k i d u	enkidu
u n c o r r o b o r a t e d	uncorroborated
a z a z e l	azazel
m o n e y b a l l	moneyball
a s m o d a i	asmodai
a k t u a l i s i e r t	aktualisiert
u n t y i n g	untying
p e r t h n a s o l	perthnasol
p a t o k a	patoka
p s y c h o p a t h y	psychopathy
r e l i q u a r y	reliquary
h d o	hdo
a b a g	abag
f a x m o d e m	faxmodem
c i n e v i s t a	cinevista
g p s t	gpst
l o g a r i t h m i c a l l y	logarithmically
p v s t	pvst
e f a v o r i t e s	efavorites
w e s t e r l u n d	westerlund
c y b e r t e r r o r i s m	cyberterrorism
r e s c i s s i o n s	rescissions
m o t o c y c l e	motocycle
i z z	izz
b o o n i e s	boonies
n o v a l i s	novalis
s u p e r h e r o s	superheros
w i g o	wigo
e m d a	emda
d n t p	dntp
c o n t r a b a s s	contrabass
b r i n k s t e r	brinkster
a l s t e a d	alstead
s i n c l a i r e	sinclaire
h i g g i n s v i l l e	higginsville
b e m o r e c r e a t i v e	bemorecreative
s l i g h t s	slights
o b e r t a u e r n	obertauern
c a m o s u n	camosun
a b r i d g e m e n t	abridgement
y o k e l	yokel
k u r o k a w a	kurokawa
b r e a d f r u i t	breadfruit
s e m i l e p t o n i c	semileptonic
e n m o r e	enmore
d a y v i l l e	dayville
h e n t a i i	hentaii
w m s t	wmst
m a r i s c a l	mariscal
l a k e n h e a t h	lakenheath
e m i n i	emini
c p p a	cppa
z e l n o r m	zelnorm
r a b a	raba
i n f r i n g e r s	infringers
m e h r a n	mehran
j p e g q u a l i t y	jpegquality
g i l l i c k	gillick
e f i t s	efits
c i e r r a	cierra
s y m f o n y	symfony
m o r o z o v	morozov
v i r t u a l e s	virtuales
t h r o b s	throbs
e n d i a n n e s s	endianness
c o n d u c t i v i t i e s	conductivities
b u n y a	bunya
y u y a o	yuyao
i n s t a l l d i r s	installdirs
g a r h w a l	garhwal
w h i t e n e d	whitened
o p e n c c m	openccm
i e r r o r	ierror
d e c e p t i c o n s	decepticons
f o l l i c u l i t i s	folliculitis
j o w	jow
l e l y	lely
w s t a	wsta
j j s	jjs
b i l e s	biles
p e t r o c h i n a	petrochina
g a b s	gabs
e v e r y t h i n	everythin
f r i t c h	fritch
b u r p s	burps
s c h o c h	schoch
a t r e u s	atreus
r o s s e n	rossen
s u b c u l t u r a l	subcultural
h y u	hyu
w a r n k e	warnke
s e r a l	seral
s a n d y f o r d	sandyford
g e n o e s e	genoese
c a p e l l e	capelle
p r i n c i p	princip
m u l t i p h o t o n	multiphoton
u n p e r s u a s i v e	unpersuasive
s h a n n y n	shannyn
p a r f u m e u r	parfumeur
s a i d a	saida
d o s t e r	doster
a n t i d i s c r i m i n a t i o n	antidiscrimination
p a r v e z	parvez
v i d e o t e x	videotex
d e e e	deee
c e a u s e s c u	ceausescu
p r e f o r m s	preforms
x f s p r o g s	xfsprogs
i n c l o s e d	inclosed
m y p r o x y	myproxy
h e p a t i c a	hepatica
f l a g e l l a t i o n	flagellation
v r x	vrx
i m m u n o m o d u l a t o r y	immunomodulatory
d r a a d l o o s	draadloos
w o r l d m a p	worldmap
r i e c e	riece
i d c i n	idcin
a u d i o m e t r i c	audiometric
s y n o v i t i s	synovitis
f i s h p o n d s	fishponds
b k d	bkd
t r e e b a n k	treebank
p r o s p e c t i v e s	prospectives
l e o d	leod
e r b s	erbs
s t a m p a n t i	stampanti
h e a r e d	heared
d u p e l e s s	dupeless
s t e y n i n g	steyning
f a o i	faoi
t i m e s h a r i n g	timesharing
c a r t o n n e t w o r k	cartonnetwork
b l e e p s	bleeps
c o u c h e	couche
c a b r a m a t t a	cabramatta
r e p o s t s	reposts
n o d c	nodc
d i a r k e i a	diarkeia
a u g u s t e n	augusten
t h s i	thsi
s h o p p	shopp
r e k e y	rekey
b o l i n g e r	bolinger
p h o t e k	photek
e l i t a	elita
e x p i r a t i o n s	expirations
a s t r o m a r t	astromart
v e n i p u n c t u r e	venipuncture
p l e x i t y	plexity
c o g n o s c e n t i	cognoscenti
t r u t h v a l u e	truthvalue
r n t	rnt
e x p o r t f o r m a t	exportformat
c u s t i s	custis
s e l e z i o n a	seleziona
p l p l o t	plplot
g u e r r i e r o	guerriero
c o m e r g e n t	comergent
l o n g m i r e	longmire
a p r e	apre
e m b a r r a s e d	embarrased
d i s m o u n t i n g	dismounting
p r o c e d e	procede
k i l l i f i s h	killifish
g e m o l o g i s t	gemologist
s c r u t i n i s i n g	scrutinising
r m m o d	rmmod
p l a y a r d s	playards
r e l e a s e s n e w	releasesnew
b l o m q v i s t	blomqvist
r u s i	rusi
s p o n d y l o l i s t h e s i s	spondylolisthesis
e f o r u m	eforum
v i n d a l o o	vindaloo
r a t i o n a l i s t s	rationalists
i n d i c a t e u r s	indicateurs
w o o d s h o p	woodshop
j a c k e	jacke
a g o n i s t i c	agonistic
p h i n d a	phinda
b i z e x p r e s s	bizexpress
c r a v e w o r t h y	craveworthy
h o t m a	hotma
h q d a	hqda
d r a m a m i n e	dramamine
t a g e b u c h	tagebuch
i s b a	isba
m u r r e y	murrey
j u d k i n s	judkins
o f f e r m a n	offerman
i n q u e s t s	inquests
e k c	ekc
l a z n e	lazne
j a c k d	jackd
d o u b t f i r e	doubtfire
r i c h e r t	richert
f a t t e n e d	fattened
m i d p o i n t s	midpoints
s u b s t i t u t a b l e	substitutable
p o l y c a r p	polycarp
i n t h i s	inthis
t e r r y v i l l e	terryville
o t e l l i n i	otellini
l i s t o w n e r	listowner
b u s q u e	busque
p l a n c h e	planche
h u l s e y	hulsey
s p a w n e r s	spawners
