input1	label
bdctw	b d c t w
tscwm	t s c w m
pmk	p m k
bpgdtjwnlhc	b p g d t j w n l h c
kvjwblxz	k v j w b l x z
bgzctr	b g z c t r
vhjrgnkbc	v h j r g n k b c
qfzpvbmlwdh	q f z p v b m l w d h
qnsdlv	q n s d l v
nlgw	n l g w
lfksqdgxbtc	l f k s q d g x b t c
hxzpnbf	h x z p n b f
kplctrvnfmd	k p l c t r v n f m d
tgkwhc	t g k w h c
dbhnl	d b h n l
snqhrmg	s n q h r m g
zvg	z v g
zkq	z k q
hnt	h n t
dcqtpwgk	d c q t p w g k
ktcngmvh	k t c n g m v h
bwtvghqmf	b w t v g h q m f
jlfrdwnb	j l f r d w n b
khcnjqtg	k h c n j q t g
lpgmvhtdrfxn	l p g m v h t d r f x n
cjzhtxmrpwnl	c j z h t x m r p w n l
cnbwmx	c n b w m x
jgchxfvstk	j g c h x f v s t k
whrqpgkb	w h r q p g k b
ntlrkh	n t l r k h
kjshzfcpnl	k j s h z f c p n l
jdlwrq	j d l w r q
wzht	w z h t
dbtqrcw	d b t q r c w
ltxh	l t x h
pchs	p c h s
sdrmjpn	s d r m j p n
lzcks	l z c k s
rscnwfgxq	r s c n w f g x q
thpxkcdjqfgvw	t h p x k c d j q f g v w
wkldtzrvs	w k l d t z r v s
bkfnvwxc	b k f n v w x c
prqcmdxb	p r q c m d x b
lvbdrtcn	l v b d r t c n
xmkznfl	x m k z n f l
dksvfhwjmg	d k s v f h w j m g
qdbpzrkg	q d b p z r k g
rlnxmzqhv	r l n x m z q h v
twbxmnh	t w b x m n h
xvnbhwsmkdzc	x v n b h w s m k d z c
fhlmvgjzd	f h l m v g j z d
ktgs	k t g s
xngkmd	x n g k m d
qhblz	q h b l z
wfnxj	w f n x j
nhgsr	n h g s r
dprfhjgn	d p r f h j g n
zqlbh	z q l b h
ndczhv	n d c z h v
vbjkdqr	v b j k d q r
fpljnqs	f p l j n q s
qthnr	q t h n r
kfxwdvgclp	k f x w d v g c l p
rvpxc	r v p x c
gmpklhbjfdq	g m p k l h b j f d q
gkrmdn	g k r m d n
gtnlrqhcz	g t n l r q h c z
njqgtflxpmw	n j q g t f l x p m w
jpmf	j p m f
skcmv	s k c m v
lshbqw	l s h b q w
pbvjwcntk	p b v j w c n t k
kfzqrdj	k f z q r d j
czwvrdnblskt	c z w v r d n b l s k t
fjpnhs	f j p n h s
hdbnqg	h d b n q g
thvb	t h v b
czfnjbmgh	c z f n j b m g h
fpwhb	f p w h b
lmpcnrtdbvf	l m p c n r t d b v f
cgj	c g j
qlxzcpm	q l x z c p m
clhbsqmndx	c l h b s q m n d x
mcrkhdg	m c r k h d g
txkrzvs	t x k r z v s
nfjwchs	n f j w c h s
rtfwc	r t f w c
wrmzhjdp	w r m z h j d p
lbfcstz	l b f c s t z
sfpgrk	s f p g r k
lsgzrtj	l s g z r t j
hcxv	h c x v
tcjnp	t c j n p
bcmgrxvfz	b c m g r x v f z
szhvgtlnxdkw	s z h v g t l n x d k w
nrzqjxkpd	n r z q j x k p d
ldbnrpcgm	l d b n r p c g m
qhtmpvns	q h t m p v n s
xcbkjrdm	x c b k j r d m
vtjzrpbg	v t j z r p b g
lfpqgnx	l f p q g n x
nsvkx	n s v k x
hrbpn	h r b p n
jhfkqtxp	j h f k q t x p
vnmpqwxtcjbf	v n m p q w x t c j b f
qrwvdcgjhz	q r w v d c g j h z
ndvrbjq	n d v r b j q
brwkvptmqjfzh	b r w k v p t m q j f z h
nlgxkfjtr	n l g x k f j t r
hjtgfkrwczn	h j t g f k r w c z n
lgdsc	l g d s c
sbvngcx	s b v n g c x
grkzlfbvt	g r k z l f b v t
swhkblgmpxqc	s w h k b l g m p x q c
gkxtsmdwl	g k x t s m d w l
vdrfz	v d r f z
jhsnqvkxgtfdlrc	j h s n q v k x g t f d l r c
gkwdx	g k w d x
bfmlpsxvkd	b f m l p s x v k d
qnzhjlw	q n z h j l w
qkvm	q k v m
bvsxzqr	b v s x z q r
skfvtn	s k f v t n
hbnfsjkrmq	h b n f s j k r m q
thkbl	t h k b l
xjrwkdtmhv	x j r w k d t m h v
pnkdgj	p n k d g j
sqcmvxhwkz	s q c m v x h w k z
cxmht	c x m h t
kgqd	k g q d
mxvzdpqr	m x v z d p q r
hklvm	h k l v m
qcgbmnwdpl	q c g b m n w d p l
hskjgmq	h s k j g m q
wzsknp	w z s k n p
xprtlhdsbcmzgkqn	x p r t l h d s b c m z g k q n
vdxsqm	v d x s q m
cdfpkjvxgqnsmt	c d f p k j v x g q n s m t
qgjsrt	q g j s r t
wszxkgr	w s z x k g r
pqlds	p q l d s
grtjhbq	g r t j h b q
tfmgbphvr	t f m g b p h v r
rgc	r g c
nmxskjbtf	n m x s k j b t f
zrnvskmtjqgpdlhf	z r n v s k m t j q g p d l h f
wtgnzckrh	w t g n z c k r h
bntlv	b n t l v
nfthkzjldbwmcx	n f t h k z j l d b w m c x
hjgkdxv	h j g k d x v
hxkzqfmvl	h x k z q f m v l
fwmgpt	f w m g p t
dcrgk	d c r g k
tslvwckq	t s l v w c k q
dsbx	d s b x
kwgqldxc	k w g q l d x c
hfvgx	h f v g x
bcgphfkmtrd	b c g p h f k m t r d
bwtdqkvxgslh	b w t d q k v x g s l h
bwfdsz	b w f d s z
kqrghmjc	k q r g h m j c
chnmd	c h n m d
bxrtmwp	b x r t m w p
tbsljrc	t b s l j r c
mgjvdxs	m g j v d x s
dtfkpbx	d t f k p b x
mjkx	m j k x
xnwfkg	x n w f k g
lxshqbkcz	l x s h q b k c z
grwhtnpmkbxjdlq	g r w h t n p m k b x j d l q
sbprxvmhtq	s b p r x v m h t q
kfvnrxwbtj	k f v n r x w b t j
qnxdh	q n x d h
bxhzl	b x h z l
ljvtqnmsd	l j v t q n m s d
shtv	s h t v
bdrtzjwxqsf	b d r t z j w x q s f
wzbglh	w z b g l h
hgdl	h g d l
pdnhf	p d n h f
dzlmhn	d z l m h n
pmvkqlxjwtd	p m v k q l x j w t d
jrxwmpq	j r x w m p q
hgwjc	h g w j c
nvkczmqd	n v k c z m q d
rfzhsx	r f z h s x
fqpkgmjbvstrzx	f q p k g m j b v s t r z x
fzrdmjnpct	f z r d m j n p c t
xjdncvr	x j d n c v r
cszjxwbdkl	c s z j x w b d k l
ngdhsqrclfkx	n g d h s q r c l f k x
knrb	k n r b
vhqf	v h q f
nksjxdhvcmwzb	n k s j x d h v c m w z b
rnfqcw	r n f q c w
qzhxftbmv	q z h x f t b m v
mclfxrpwbjg	m c l f x r p w b j g
hrkcsn	h r k c s n
wjmdtz	w j m d t z
lzqhpwd	l z q h p w d
nmrs	n m r s
cjkrsghx	c j k r s g h x
nrbtld	n r b t l d
gknzvwrf	g k n z v w r f
gnschzmtlw	g n s c h z m t l w
qxjrg	q x j r g
wtszmgbq	w t s z m g b q
hqfbdnw	h q f b d n w
mnhkgj	m n h k g j
hdjmqxwp	h d j m q x w p
tcxdlqk	t c x d l q k
qhmrnl	q h m r n l
xkmtpbqr	x k m t p b q r
lmgcvsjb	l m g c v s j b
cgsmjpwqh	c g s m j p w q h
qvtbnrld	q v t b n r l d
xjmn	x j m n
gqvpjt	g q v p j t
dvjmt	d v j m t
xzhtvcg	x z h t v c g
rghbl	r g h b l
gfrhkpxcvqjst	g f r h k p x c v q j s t
dwcflb	d w c f l b
qjchdzgv	q j c h d z g v
qkftghrlvc	q k f t g h r l v c
mqkv	m q k v
lsjfb	l s j f b
nqfvtphkrmbcl	n q f v t p h k r m b c l
rclqtxvs	r c l q t x v s
tjxwfn	t j x w f n
vnhkbxrmqt	v n h k b x r m q t
nwvd	n w v d
bwkqzrmhplx	b w k q z r m h p l x
mvnhsxzcdpq	m v n h s x z c d p q
qpbswjdrvn	q p b s w j d r v n
zchnfrpwsxdqglvjmbk	z c h n f r p w s x d q g l v j m b k
rwtplsg	r w t p l s g
cwgbps	c w g b p s
gvhjf	g v h j f
zbhqx	z b h q x
shzlgnpvbck	s h z l g n p v b c k
wbmqgr	w b m q g r
gfwrsd	g f w r s d
hqfx	h q f x
bvr	b v r
bjnrkwcg	b j n r k w c g
kxrdqpc	k x r d q p c
bxnvk	b x n v k
mnwxc	m n w x c
mqjwfdhplgs	m q j w f d h p l g s
cgxljtz	c g x l j t z
jcrngsfh	j c r n g s f h
fxglsvpjdb	f x g l s v p j d b
mqbkvx	m q b k v x
bkjcpsvxq	b k j c p s v x q
jzgnchtxdms	j z g n c h t x d m s
gbkxlpdfjr	g b k x l p d f j r
kftgchnjl	k f t g c h n j l
vcxznmt	v c x z n m t
mchjsbfvgz	m c h j s b f v g z
rzsmqhj	r z s m q h j
xwzfncjd	x w z f n c j d
sxqvlgdnp	s x q v l g d n p
mgzljc	m g z l j c
klrtw	k l r t w
hczngbs	h c z n g b s
hxzjlf	h x z j l f
lqhdcvpg	l q h d c v p g
rdvmkscnhqwz	r d v m k s c n h q w z
qscvmtrzb	q s c v m t r z b
rmvbhdltzs	r m v b h d l t z s
wzcjs	w z c j s
vjwgtqpk	v j w g t q p k
mtqh	m t q h
xzhdltjgrpqcs	x z h d l t j g r p q c s
sgtkxqmz	s g t k x q m z
krzcn	k r z c n
kmrsx	k m r s x
cntbz	c n t b z
qrpzmgdfvbw	q r p z m g d f v b w
mthdbn	m t h d b n
bfvkp	b f v k p
gqtwnbm	g q t w n b m
nbfcqvjhxk	n b f c q v j h x k
jxfhszc	j x f h s z c
xmdszq	x m d s z q
cbfm	c b f m
rhqzsvfmk	r h q z s v f m k
qmgnlwb	q m g n l w b
fzsv	f z s v
ntqbmlx	n t q b m l x
brxsldg	b r x s l d g
zvkhg	z v k h g
nlhcdgqzmxfpbsvkw	n l h c d g q z m x f p b s v k w
pxthg	p x t h g
rxpqnwgj	r x p q n w g j
fdmxznr	f d m x z n r
tnrh	t n r h
vscwtqnxlbkf	v s c w t q n x l b k f
lzftnsx	l z f t n s x
kdcml	k d c m l
pwsfqxcdh	p w s f q x c d h
jnrzlqctgm	j n r z l q c t g m
kxrfzjn	k x r f z j n
xlqwv	x l q w v
qhpwmcg	q h p w m c g
zchkbfd	z c h k b f d
dnmklg	d n m k l g
frxnshj	f r x n s h j
znjdpmsfg	z n j d p m s f g
zlhtm	z l h t m
qsdnzblkvhrf	q s d n z b l k v h r f
fvdmxblqtck	f v d m x b l q t c k
klbdw	k l b d w
fclvnqw	f c l v n q w
gvknrq	g v k n r q
btdvpnjwl	b t d v p n j w l
xdvgblzsrhmkf	x d v g b l z s r h m k f
fwtch	f w t c h
xfqs	x f q s
vpdgm	v p d g m
fglvn	f g l v n
cklgfh	c k l g f h
sdpwzlb	s d p w z l b
bgcwqvf	b g c w q v f
zqrhlsxkfv	z q r h l s x k f v
bsjwkdvcgp	b s j w k d v c g p
prlghm	p r l g h m
sdkcwh	s d k c w h
scxfpnbzh	s c x f p n b z h
mwfhslbtcdpg	m w f h s l b t c d p g
khslfmwpv	k h s l f m w p v
gnfwpcl	g n f w p c l
tczn	t c z n
mgjrqx	m g j r q x
dnftcwmx	d n f t c w m x
rfkxdpn	r f k x d p n
hprlx	h p r l x
jmsqzrlch	j m s q z r l c h
cstxqhpb	c s t x q h p b
nbqjmr	n b q j m r
sqwvkx	s q w v k x
mthqgjsdx	m t h q g j s d x
gmcwtbvz	g m c w t b v z
bmlscvpxnkwjgt	b m l s c v p x n k w j g t
dqmhvnklrpgct	d q m h v n k l r p g c t
hcsftzlkj	h c s f t z l k j
qgn	q g n
pkmlzxvrgq	p k m l z x v r g q
jftxnkbd	j f t x n k b d
dxswlvnkbrgj	d x s w l v n k b r g j
klftpdq	k l f t p d q
bjxkhltgws	b j x k h l t g w s
fpxsdnmgq	f p x s d n m g q
mlpfbxksvn	m l p f b x k s v n
xgchvfrznmpjkt	x g c h v f r z n m p j k t
xglvkj	x g l v k j
kvwf	k v w f
hmq	h m q
nqrpxwtsmb	n q r p x w t s m b
gdkvt	g d k v t
gcpmrwzh	g c p m r w z h
xrtmz	x r t m z
jkwmzqn	j k w m z q n
slhnpzbcx	s l h n p z b c x
fxcmbvzrwgj	f x c m b v z r w g j
btkc	b t k c
wdfkq	w d f k q
vwjmxhnblfk	v w j m x h n b l f k
xnhrbmsg	x n h r b m s g
lfqs	l f q s
dxthp	d x t h p
spkmc	s p k m c
vwjbdqtmpn	v w j b d q t m p n
shcxfbz	s h c x f b z
pjmlvkw	p j m l v k w
qhgztx	q h g z t x
jvxqlbrtw	j v x q l b r t w
nrswd	n r s w d
rnkj	r n k j
zwlkvd	z w l k v d
ntclmbpvgzqw	n t c l m b p v g z q w
jhq	j h q
gvmzbpc	g v m z b p c
pxbqhw	p x b q h w
hqxdfrcmbvnkwltsj	h q x d f r c m b v n k w l t s j
gsqjn	g s q j n
qrh	q r h
jncmw	j n c m w
hwjrc	h w j r c
zsblf	z s b l f
zxpjwmvhd	z x p j w m v h d
vkfpwsltn	v k f p w s l t n
xgbdn	x g b d n
sztcjfqxm	s z t c j f q x m
gmwjqzcvpdn	g m w j q z c v p d n
xzdnr	x z d n r
rzcpjdxkwnts	r z c p j d x k w n t s
chdskzjv	c h d s k z j v
vbklphsrgwj	v b k l p h s r g w j
tfhwxrgqzln	t f h w x r g q z l n
ghzkqvf	g h z k q v f
jfkz	j f k z
ltrhgmscq	l t r h g m s c q
pmlznwvxjc	p m l z n w v x j c
lcdbgfwqjm	l c d b g f w q j m
wplbr	w p l b r
vqdxtrbzkfn	v q d x t r b z k f n
lhxtdkfb	l h x t d k f b
sbtwcgkjm	s b t w c g k j m
pcwl	p c w l
dgsclzfwjqmr	d g s c l z f w j q m r
zjvlfpb	z j v l f p b
pkctzmjlfn	p k c t z m j l f n
gxlqrtcvfwmpd	g x l q r t c v f w m p d
dwkjqxgcf	d w k j q x g c f
xrhwctd	x r h w c t d
nljcbqtkfwpgvmr	n l j c b q t k f w p g v m r
mtpkdfhc	m t p k d f h c
xjlmqsgtvn	x j l m q s g t v n
ksbqjf	k s b q j f
fws	f w s
hfdwkqct	h f d w k q c t
phfztlwqnrbsv	p h f z t l w q n r b s v
hctg	h c t g
sxvbkw	s x v b k w
pglzxdtbfmhsr	p g l z x d t b f m h s r
vzxkwbjqtpm	v z x k w b j q t p m
wbdprtsqlfm	w b d p r t s q l f m
gfzqxnbkrhd	g f z q x n b k r h d
fkh	f k h
zvmnj	z v m n j
pknzxhcl	p k n z x h c l
hfpcxtbk	h f p c x t b k
sfpgntz	s f p g n t z
pstlqrhzk	p s t l q r h z k
spbtfv	s p b t f v
rspmt	r s p m t
wqnjpbsxfl	w q n j p b s x f l
nsplcxqkmz	n s p l c x q k m z
sqgmdwpcfhxlnk	s q g m d w p c f h x l n k
pswqrkl	p s w q r k l
dzqpfbwt	d z q p f b w t
njlfp	n j l f p
tjgxwlfqdmb	t j g x w l f q d m b
dfzxbjnrv	d f z x b j n r v
bhgxsf	b h g x s f
jpgxqdtzwch	j p g x q d t z w c h
fjcgzqtvk	f j c g z q t v k
ljczf	l j c z f
jdngzsbhk	j d n g z s b h k
qkshwdbxrcvn	q k s h w d b x r c v n
hnsplckbmj	h n s p l c k b m j
wfzxrc	w f z x r c
qtwg	q t w g
bfdgclmkwrvpx	b f d g c l m k w r v p x
qbpntlkz	q b p n t l k z
gfrdnxl	g f r d n x l
jbnl	j b n l
qncmjsltf	q n c m j s l t f
mjvtzcgbfnqskl	m j v t z c g b f n q s k l
rvdtgmbqs	r v d t g m b q s
vxcwlkpnqr	v x c w l k p n q r
tdlrpbsfhck	t d l r p b s f h c k
xwqcf	x w q c f
kszmlnxj	k s z m l n x j
gcbjhznxfsl	g c b j h z n x f s l
pcvthg	p c v t h g
lfkgrhpmqbjz	l f k g r h p m q b j z
bhkvsm	b h k v s m
qjftrvshdcb	q j f t r v s h d c b
nwxrmjh	n w x r m j h
mlstzh	m l s t z h
jvfnqgbszrp	j v f n q g b s z r p
xwnm	x w n m
hrtgdwmfbqxlskvzpn	h r t g d w m f b q x l s k v z p n
kwmfxp	k w m f x p
mctwfx	m c t w f x
lxvzsgnq	l x v z s g n q
wksxltvm	w k s x l t v m
lczbqg	l c z b q g
cmp	c m p
mnglvs	m n g l v s
snplhvt	s n p l h v t
cvzfsxht	c v z f s x h t
bfsj	b f s j
csjdz	c s j d z
xqdfk	x q d f k
zjdmfbsg	z j d m f b s g
gklmpzs	g k l m p z s
hcdsr	h c d s r
pcqg	p c q g
nmkqht	n m k q h t
dcgnmvlpktwfx	d c g n m v l p k t w f x
srqhlckx	s r q h l c k x
mlczvq	m l c z v q
brfdqkjh	b r f d q k j h
ljcfsbhpkrdqz	l j c f s b h p k r d q z
nchfvg	n c h f v g
fvgck	f v g c k
mbtfzgn	m b t f z g n
plwnmzfb	p l w n m z f b
trlmhj	t r l m h j
rslbdtpjz	r s l b d t p j z
hstgvwqfrkm	h s t g v w q f r k m
rbxqcdw	r b x q c d w
ckrhmtd	c k r h m t d
gncfpj	g n c f p j
rpqljw	r p q l j w
dpkrhbcz	d p k r h b c z
jnrmchbvd	j n r m c h b v d
kbcjfvgwrp	k b c j f v g w r p
mzcgd	m z c g d
wtxrpcjbfnlqhgm	w t x r p c j b f n l q h g m
tqsrlf	t q s r l f
kqnwpxf	k q n w p x f
rwxncfsq	r w x n c f s q
pbfwhmlvjt	p b f w h m l v j t
szbdv	s z b d v
xnsqlm	x n s q l m
lgzrf	l g z r f
lwbnvctgkhfmdrzp	l w b n v c t g k h f m d r z p
pmzkqd	p m z k q d
ntpzqjlhvrmbd	n t p z q j l h v r m b d
pfvnqm	p f v n q m
vlkrfcn	v l k r f c n
pkhvnfqm	p k h v n f q m
qfnhbr	q f n h b r
dhktbfgxv	d h k t b f g x v
dngsrcjf	d n g s r c j f
gswltcbvq	g s w l t c b v q
rdmtxgnq	r d m t x g n q
qwxgz	q w x g z
pwmgtjxncdrzblv	p w m g t j x n c d r z b l v
qdtxpj	q d t x p j
gcfnhb	g c f n h b
glpc	g l p c
tldh	t l d h
xczw	x c z w
gnbzw	g n b z w
xkrh	x k r h
znjs	z n j s
vwgqkdclntr	v w g q k d c l n t r
jdtsxqz	j d t s x q z
pvlhxk	p v l h x k
bwgxspcmnvqhfr	b w g x s p c m n v q h f r
scdh	s c d h
wpmn	w p m n
wfbgr	w f b g r
hrcp	h r c p
sdnhvplzgq	s d n h v p l z g q
gpsl	g p s l
dmfzwgkv	d m f z w g k v
kdxwzngb	k d x w z n g b
lgszmtrx	l g s z m t r x
rbsncg	r b s n c g
vbhzdr	v b h z d r
wzgqknch	w z g q k n c h
rgclmwstz	r g c l m w s t z
bnql	b n q l
szckhpg	s z c k h p g
wjzfcmbd	w j z f c m b d
jfz	j f z
zbmkjqsgxtrw	z b m k j q s g x t r w
bdgp	b d g p
xvnrjgmqwl	x v n r j g m q w l
wlfhdkqs	w l f h d k q s
xrd	x r d
zntgq	z n t g q
fxqpcwzjbkvn	f x q p c w z j b k v n
wcdbgrsf	w c d b g r s f
hwvxczd	h w v x c z d
qbcjslxvrg	q b c j s l x v r g
bsdzcqvlkf	b s d z c q v l k f
qdwxpgs	q d w x p g s
jqmxnkvf	j q m x n k v f
hgsx	h g s x
nzhjcbvpm	n z h j c b v p m
zthjkbqdvfp	z t h j k b q d v f p
xzctfmv	x z c t f m v
vxqgtsfhrbmp	v x q g t s f h r b m p
nfxjdhrblvm	n f x j d h r b l v m
pkdfsz	p k d f s z
sljpmfbv	s l j p m f b v
dgjvlfrxcskp	d g j v l f r x c s k p
twbcmlrhkp	t w b c m l r h k p
wnqmpg	w n q m p g
hxvwtr	h x v w t r
qgbznmr	q g b z n m r
rsfcwldmj	r s f c w l d m j
jzmwlbp	j z m w l b p
zpcgwr	z p c g w r
wlbzgpvmfst	w l b z g p v m f s t
vlcxkz	v l c x k z
xtj	x t j
kvscz	k v s c z
nbmgkd	n b m g k d
bmrnzqx	b m r n z q x
hxqdtspw	h x q d t s p w
vhldb	v h l d b
dtsrlmwnk	d t s r l m w n k
tgfrnhclqz	t g f r n h c l q z
xzsfhkdr	x z s f h k d r
rpzntgqkhdcwslmxfj	r p z n t g q k h d c w s l m x f j
mlgvhfbkp	m l g v h f b k p
qhzdptlb	q h z d p t l b
rglwkx	r g l w k x
sjwrnd	s j w r n d
sxznctq	s x z n c t q
cghznbp	c g h z n b p
lbpqt	l b p q t
rctbhxwj	r c t b h x w j
gjkbncvhdxr	g j k b n c v h d x r
pkjtxmv	p k j t x m v
tknjfwq	t k n j f w q
jclgqp	j c l g q p
lhrpxgc	l h r p x g c
qbxdnl	q b x d n l
zgdxjqw	z g d x j q w
kjpbxqzrsm	k j p b x q z r s m
ftbmpshn	f t b m p s h n
lfhzt	l f h z t
vkznxrdjsp	v k z n x r d j s p
kfsbzrtvd	k f s b z r t v d
dbplqrnvgfk	d b p l q r n v g f k
xpzcjvr	x p z c j v r
lrmckwgp	l r m c k w g p
cgnpvjq	c g n p v j q
flxc	f l x c
nbvpxk	n b v p x k
fvkxgql	f v k x g q l
kglncrvtq	k g l n c r v t q
jmwztfcxp	j m w z t f c x p
pxzd	p x z d
vtfdcjrk	v t f d c j r k
vztwnk	v z t w n k
fvr	f v r
xrnj	x r n j
hgqjsb	h g q j s b
bqzwjs	b q z w j s
hgxjq	h g x j q
nrg	n r g
bntmwflrks	b n t m w f l r k s
tbn	t b n
xwgvf	x w g v f
pzgmldvcrfbt	p z g m l d v c r f b t
lvgmdnxtzhkfj	l v g m d n x t z h k f j
jvxlg	j v x l g
xfrnqkjw	x f r n q k j w
jfhcvzglbdt	j f h c v z g l b d t
mrkhwb	m r k h w b
gnqpfhbdsmrzjl	g n q p f h b d s m r z j l
ljrwfhkbm	l j r w f h k b m
xhwjntb	x h w j n t b
hmckftglvq	h m c k f t g l v q
kbhzmgtsd	k b h z m g t s d
mlnvjbhd	m l n v j b h d
gbrsxz	g b r s x z
zvtdlsnfjr	z v t d l s n f j r
hlbp	h l b p
mlstrxbnv	m l s t r x b n v
jsqchvdnptgz	j s q c h v d n p t g z
hgkmz	h g k m z
pshwrgtdx	p s h w r g t d x
qpsbwhgtkz	q p s b w h g t k z
flhkgb	f l h k g b
dxnstjpwf	d x n s t j p w f
cghstvnfz	c g h s t v n f z
rbv	r b v
mntswv	m n t s w v
npwrlk	n p w r l k
lqpjcdrvbt	l q p j c d r v b t
tfnhm	t f n h m
qkrbs	q k r b s
cbkxqf	c b k x q f
ftgqv	f t g q v
przdnbqg	p r z d n b q g
vdplcnhmz	v d p l c n h m z
fxzqwmldbcp	f x z q w m l d b c p
gnjvfd	g n j v f d
xsfb	x s f b
dlswbj	d l s w b j
vfmzghx	v f m z g h x
hczgtf	h c z g t f
jmqz	j m q z
rqhsjzbvn	r q h s j z b v n
ngrhmpcbz	n g r h m p c b z
jxrvtslwd	j x r v t s l w d
khzpjsrfgmvn	k h z p j s r f g m v n
gdqmzclx	g d q m z c l x
xmqw	x m q w
mrqsvhtpwlbk	m r q s v h t p w l b k
qrhtmnkp	q r h t m n k p
pnwhkxmvfc	p n w h k x m v f c
xkzhlpr	x k z h l p r
fczxqmh	f c z x q m h
tqmfdr	t q m f d r
fwrthlsgv	f w r t h l s g v
xjg	x j g
cvlb	c v l b
ncfrx	n c f r x
qxdbkc	q x d b k c
sqctdxgm	s q c t d x g m
rtb	r t b
flzxsg	f l z x s g
pzxqdwbfgj	p z x q d w b f g j
wdzhkc	w d z h k c
zlpm	z l p m
xhgcqln	x h g c q l n
jsnqbf	j s n q b f
qxkl	q x k l
ncdflrmv	n c d f l r m v
hwdqt	h w d q t
wmfrx	w m f r x
bqflgcpm	b q f l g c p m
rgpvthjl	r g p v t h j l
vjpg	v j p g
lvrdswncgthk	l v r d s w n c g t h k
wflkchzxgjs	w f l k c h z x g j s
dmstxknvgwphr	d m s t x k n v g w p h r
slzvwr	s l z v w r
dxlnkjrms	d x l n k j r m s
zsmwrxf	z s m w r x f
hlmn	h l m n
jwhmqk	j w h m q k
rnvlmtqzkshxjdfw	r n v l m t q z k s h x j d f w
stkvzhbf	s t k v z h b f
kwhcdpxv	k w h c d p x v
hwfkvxrt	h w f k v x r t
rxtbgpzjs	r x t b g p z j s
kfrbjxcz	k f r b j x c z
vhpjqdmcg	v h p j q d m c g
pvdlhjxrqn	p v d l h j x r q n
ghqvklm	g h q v k l m
qlgsnhbcd	q l g s n h b c d
vfs	v f s
qvsf	q v s f
rcwdtgxfkm	r c w d t g x f k m
tbmxndv	t b m x n d v
ztbjcqdkgr	z t b j c q d k g r
wjv	w j v
plhxsbcfmqdzw	p l h x s b c f m q d z w
dphmjkwgz	d p h m j k w g z
bxqzrvc	b x q z r v c
hbtqxcrdf	h b t q x c r d f
wkvpldbj	w k v p l d b j
tvcwnbrpxgd	t v c w n b r p x g d
qpztkmrhxsvwg	q p z t k m r h x s v w g
dzlnm	d z l n m
bhzqkflcj	b h z q k f l c j
kgtjvd	k g t j v d
pxkdszntbjvr	p x k d s z n t b j v r
pkqwlzdfgtx	p k q w l z d f g t x
jqnkmglz	j q n k m g l z
xrktvjfpdcm	x r k t v j f p d c m
dtqzrfhgsb	d t q z r f h g s b
hvsn	h v s n
gzfms	g z f m s
xhmp	x h m p
xkvtbzmrfjp	x k v t b z m r f j p
zjnrlhgcd	z j n r l h g c d
przxqm	p r z x q m
lwhzgkdrc	l w h z g k d r c
sjrbfzxdhlt	s j r b f z x d h l t
zgndsp	z g n d s p
pjqk	p j q k
xsrdnpkfjwtcbm	x s r d n p k f j w t c b m
hzktw	h z k t w
ftgjqvwz	f t g j q v w z
hkcrswm	h k c r s w m
gxwtsdqvfh	g x w t s d q v f h
vndwrk	v n d w r k
tlgnkrf	t l g n k r f
vpnzqsrlftg	v p n z q s r l f t g
kndzxqvj	k n d z x q v j
zpfdgjlmrnkstb	z p f d g j l m r n k s t b
ndjqmcpklf	n d j q m c p k l f
bgnz	b g n z
zxmq	z x m q
vmtchszx	v m t c h s z x
lqbnhrfwk	l q b n h r f w k
wfrzdjnls	w f r z d j n l s
crxmfsnwdgv	c r x m f s n w d g v
kljdmtsh	k l j d m t s h
gshcxtqn	g s h c x t q n
bgwtknpdl	b g w t k n p d l
grwqknp	g r w q k n p
mhjvlr	m h j v l r
jhnqcwz	j h n q c w z
rsjfdzxq	r s j f d z x q
qfxkvg	q f x k v g
nkpxd	n k p x d
bkcmlpxw	b k c m l p x w
wfhrdbpxctkm	w f h r d b p x c t k m
wsgvqlhdkf	w s g v q l h d k f
fbhvcgdxj	f b h v c g d x j
xqrjpzk	x q r j p z k
rdkhm	r d k h m
nhvdb	n h v d b
qcnxkjwzgrdl	q c n x k j w z g r d l
wdmclgbqf	w d m c l g b q f
bhxmqpzf	b h x m q p z f
qhdpkljxvmrg	q h d p k l j x v m r g
dwnfcjqrpx	d w n f c j q r p x
mlcfptn	m l c f p t n
tzjrmpxv	t z j r m p x v
zbphf	z b p h f
rcnjsvxtpmdwhqzlfgbk	r c n j s v x t p m d w h q z l f g b k
qjvxhtr	q j v x h t r
rblxkpn	r b l x k p n
wczgfm	w c z g f m
jqvmdxlwnpr	j q v m d x l w n p r
stlnbkj	s t l n b k j
jgswtvzxdqkf	j g s w t v z x d q k f
xmrlzwjt	x m r l z w j t
jsk	j s k
fxcmbz	f x c m b z
gszkljxqr	g s z k l j x q r
vxphq	v x p h q
hzfswnk	h z f s w n k
hwcqdsp	h w c q d s p
cvztmd	c v z t m d
dvgxwfcn	d v g x w f c n
stxpvlm	s t x p v l m
ctg	c t g
hztpmwfbgls	h z t p m w f b g l s
qrmlf	q r m l f
xngcjlz	x n g c j l z
hrzlfmktg	h r z l f m k t g
jvpznmb	j v p z n m b
bdxpqkhczljw	b d x p q k h c z l j w
qnwpvfrz	q n w p v f r z
nrqh	n r q h
lczsw	l c z s w
